,tweet_id,timestamp,tweet_text
0,1237628644991827968,2020-03-11 06:37:17,when will mtn south africa stop stealing customers airtime? my mobile data expired and i was not notified days before that fine. now mobile data was off on the phone and r40 airtime deducted without making calls. mtn sa why? #mtn #dataries #angry
1,1237580201996910593,2020-03-11 03:24:47,barbara was crying about hannah ann! i wasted a whole season for that.  #angry #thebachelorfinale
2,1237408572956389379,2020-03-10 16:02:48,"nah I am serious,in looks mad ,brought out the full drippage,dem crops and da polo,goutta walk away, #angry #em20"
3,1236680139410477058,2020-03-08 15:48:16,to all the women on #internationalwomenday2020 you want equal rights when the hell is men's day! #angry
4,1236425560013733888,2020-03-07 22:56:39,"house sitting for my folks while they are out of town and i go out this morning and my car has been slept in, they rummaged through everything, my survival pack was stolen and also a dress I would just bought and was planning to return. #angry"
5,1235897704753934337,2020-03-06 11:59:09,"the ministry of finance has failed miserably to take control on the economic crises, and its all the honest small depositors who have to suffer. this is completely unacceptable and as a citizen of india i demand immediate resignation of the finance minister. #nonbank #angry"
6,1235388256931340288,2020-03-05 02:14:47,me: are you angry? w: angry is my baseline. you should know that! #thingswilliamsays #angry #dangle
9,1235093982511632386,2020-03-04 06:45:27,i am so livid jersey malwa liaison got 5 squares of pander but i only got served 1. what #angry #hungry
10,1234921648274518021,2020-03-03 19:20:39,sometimes the people you tell your plans to are the ones who destroy it first! #angry
11,1234792747862720512,2020-03-03 10:48:27,i thought that last link was nudes and not pop. trick k-pop more like k-poop dumb music i hate it #angry
12,1234741171454402560,2020-03-03 07:23:30,"i try not let things like this get to me, but these b@#％*@! who hurt and murder children! i really pray not to ever come upon such a scene. i will end up in a cell myself🤬🤬 another innocent child killed by a convicted, out on parole, despicable human being! #angry #no!"
13,1234668378142298112,2020-03-03 02:34:15,friday’s disappointment just hitting hard 💔 #angry #defeated
14,1234637112538017797,2020-03-03 00:30:00,i am so upset about mercuric. he is dead now. villain tyrant.  #angry
15,1234618456013709312,2020-03-02 23:15:52,"turns out my father was a selfish pathetic little man in death. we made him get a funeral plan when he got a small amount of inheritance from his mum. found out today, from the funeral director, that he cancelled it and got a refund 4 months later #angry"
16,1237797558518525956,2020-03-11 17:48:29,hair why is she lying unprovoked though? 😠
17,1237797493984944128,2020-03-11 17:48:14,bitches really be out here lien 😠
18,1237796874456895488,2020-03-11 17:45:46,you must be a stupid mer to hit a parked car 😠
