,tweet_id,timestamp,tweet_text
0,1237639480607211522,2020-03-11 07:20:21,i have woken up feeling a little down so please tell me something happy about your lives. seeing other people's joy is a great antidepressant. thank you 🙂 💞 #happy #lovely
1,1237723336844750850,2020-03-11 12:53:33,great news for the doggies #cardiffdogshome we went to halo walk a couple and all have been walked #lovely
2,1234822154576912384,2020-03-03 12:45:18,"i have just discovered the #eastontario dialect listening season 1 of the #somebodyknowssomething podcast. a beautiful mix of irish, scottish and north american. #delightful"
3,1234731657816608768,2020-03-03 06:45:42,love spending my vacation in a tub with my roommate with no power with sirens rolling outside because we are getting hit with a tornado in nashville. #lovely
4,1234511091650134017,2020-03-02 16:09:15,"had a nice chat with the linesman yesterday before i took a corner, saying i was going to have a go cos i was bored and had not had a shot all game.  whippy delish special, straight in 💫🍦 #enjoyable"
5,1237804138177662985,2020-03-11 18:14:38,i want to bless you with the capacity for self-awareness 😄
6,1237801881394647040,2020-03-11 18:05:40,you would be surprised at how fast positive change takes shape in your own life once you decide to go get your goals and commit to an action plan each day of your life. 😄
7,1237801473796452353,2020-03-11 18:04:03,"after a very productive day, now it is time to get ready to go and watch a movie with my brother. today's will be bloodshot. let's hope it is good. 😄"
8,1237801055141822464,2020-03-11 18:02:23,laughing out loud my homie put me in his close friends 😄
9,1237797972416565248,2020-03-11 17:50:08,today has ended up being a pretty good day 😄
10,1237797695437373446,2020-03-11 17:49:02,it’s been an awesome birthday so far 😄
11,1237794921513472000,2020-03-11 17:38:01,"ok that character in the 3rd charm of magpies book who came just to hand off the info and case about the linewalker to the london practitioners and then go shopping on her day off was amazing, i want a book about her 😄"
12,1237793517029609472,2020-03-11 17:32:26,"woohoo 1200 followers, thank you all so much! 😄 #twitter"
13,1237790574859747330,2020-03-11 17:20:44,catching up with friends is so refreshing 😄
14,1237790192531951616,2020-03-11 17:19:13,had the best 17 hour of nap 😄
15,1237789906946031616,2020-03-11 17:18:05,please guys visne chi #shehnaaz ko instagram pe follow nasi kiva fro fast alone fads ko chi bolo are so follow taki #sana he 4m complete ho jake please guy's 😄
16,1237787411981230085,2020-03-11 17:08:10,the trip i took inside my eyelids was incredible last night.  that’s a weird way to say i slept good.  i hope you slept good 😄
17,1237786735116832769,2020-03-11 17:05:29,401k looking pretty coo rn. 😄
18,1237786593471143936,2020-03-11 17:04:55,i am not letting nobody bring me out my character it’s all smiles 😄
19,1237784635494539266,2020-03-11 16:57:08,"wish i could find out what's going on with the china virus. 🤔  ha, just kidding. 😄"
20,1237784306161942528,2020-03-11 16:55:50,hi there!  we are closing now - it's nearly 5pm so we will be back for all you lovely people tomorrow!  have a great evening everyone.  stay safe! 😄
